大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,キャラクター,ONEPIECE_383,ロビンの技「千輪咲き」の英語名は？,Cien Fleur,Dos Fleur,Tres Fleur,Quatre Fleur,1,"「千輪咲き」の英語名は「Cien Fleur」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_384,フランキーの技「フランキーラディカルビーム」の英語名は？,Franky Radical Beam,Franky Iron Boxing,Franky Kentauros,Franky Super Strong Right,1,"「フランキーラディカルビーム」の英語名は「Franky Radical Beam」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_385,ブルックの技「魂のソリチュード」の英語名は？,Soul Solid,Hanauta Sanchou Yahazu Giri,Gatling,Party Music,1,"「魂のソリチュード」の英語名は「Soul Solid」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_386,ジンベエの技「魚人空手」の英語名は？,Fish-Man Karate,Gyojin Jujutsu,Uchimizu,Karakusa Gamaya Jigoku,1,"「魚人空手」の英語名は「Fish-Man Karate」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_387,ルフィのギア2の技「ゴムゴムのJET銃」の英語名は？,Gomu Gomu no Jet Pistol,Gomu Gomu no Jet Gatling,Gomu Gomu no Jet Bazooka,Gomu Gomu no Jet Rifle,1,"「ゴムゴムのJET銃」の英語名は「Gomu Gomu no Jet Pistol」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_388,ルフィのギア3の技「ゴムゴムの巨人の銃」の英語名は？,Gomu Gomu no Gigant Pistol,Gomu Gomu no Gigant Gatling,Gomu Gomu no Gigant Bazooka,Gomu Gomu no Gigant Rifle,1,"「ゴムゴムの巨人の銃」の英語名は「Gomu Gomu no Gigant Pistol」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_389,ルフィのギア4の技「ゴムゴムの猿王銃」の英語名は？,Gomu Gomu no King Kong Gun,Gomu Gomu no Rhino Schneider,Gomu Gomu no Leo Bazooka,Gomu Gomu no Snake Man,1,"「ゴムゴムの猿王銃」の英語名は「Gomu Gomu no King Kong Gun」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_390,ゾロの技「三千世界」の英語名は？,Sanzen Sekai,Oni Giri,Rengoku Oni Giri,Ashura Ichibugin,1,"「三千世界」の英語名は「Sanzen Sekai」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_391,ナミの技「トルネードテンポ」の英語名は？,Tornado Tempo,Thunderbolt Tempo,Cloudy Tempo,Rain Tempo,1,"「トルネードテンポ」の英語名は「Tornado Tempo」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_392,ウソップの技「必殺火薬星」の英語名は？,Hissatsu Kayaku Boshi,Hissatsu Green Star,Hissatsu Impact,Hissatsu Usopp Golden Pound,1,"「必殺火薬星」の英語名は「Hissatsu Kayaku Boshi」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_393,サンジの技「空中歩行」の英語名は？,Sky Walk,Diable Jambe,Blue Walk,Hell Memories,1,"「空中歩行」の英語名は「Sky Walk」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_394,チョッパーの技「腕力強化」の英語名は？,Heavy Point,Guard Point,Brain Point,Jumping Point,1,"「腕力強化」の英語名は「Heavy Point」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_395,ロビンの技「クラッチ」の英語名は？,Clutch,Dos Fleur,Tres Fleur,Quatre Fleur,1,"「クラッチ」の英語名は「Clutch」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_396,フランキーの技「フランキーニップルライト」の英語名は？,Franky Nipple Light,Franky Radical Beam,Franky Iron Boxing,Franky Kentauros,1,"「フランキーニップルライト」の英語名は「Franky Nipple Light」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_397,ブルックの技「鼻歌三丁 矢筈斬り」の英語名は？,Hanauta Sanchou Yahazu Giri,Soul Solid,Gatling,Party Music,1,"「鼻歌三丁 矢筈斬り」の英語名は「Hanauta Sanchou Yahazu Giri」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_398,ジンベエの技「梅花皮」の英語名は？,Uchimizu,Fish-Man Karate,Gyojin Jujutsu,Karakusa Gamaya Jigoku,1,"「梅花皮」の英語名は「Uchimizu」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_399,ルフィの夢の果ては何か？,宴を開くこと,世界の自由,全ての海賊と友達になること,海賊王になること,1,ルフィの夢の果ては「宴を開くこと」です。,3
漫画,ワンピース,キャラクター,ONEPIECE_400,ゾロが海賊になった理由は？,世界一の剣豪になるため,ルフィの誘い,お金のため,自由のため,1,ゾロが海賊になった理由は世界一の剣豪になるためです。,1
漫画,ワンピース,新世界編,ONEPIECE_601,ドレスローザ編で、藤虎がサイファーポールに指示した「捕獲目標」のコードネームは何？,アホウドリ,カモメ,カラス,ハヤブサ,1,藤虎がサイファーポールに指示した捕獲目標のコードネームは「アホウドリ」です。,3
漫画,ワンピース,新世界編,ONEPIECE_602,ワノ国編で、錦えもんがルフィたちに語った「光月家の家宝」で、ワノ国開国のために必要なものは何？,ロード・ポーネグリフの写し,古代兵器の設計図,刀「天羽々斬」,ワノ国の財宝,1,錦えもんが語った光月家の家宝は「ロード・ポーネグリフの写し」です。,3
漫画,ワンピース,新世界編,ONEPIECE_603,ワノ国編で、サンジが自身の能力に目覚めるきっかけとなった、血統因子の覚醒を促した出来事は何？,レイドスーツの破壊,ジェルマの薬の副作用,クイーンとの戦闘,ゾロとの修行,1,サンジの能力覚醒のきっかけはレイドスーツの破壊です。,3
漫画,ワンピース,新世界編,ONEPIECE_604,エッグヘッド編で、サターン聖が発動した能力「憑依」によって、周囲の人間を支配下に置く際に見られる特徴的なエフェクトは何？,紫色のオーラ,黒い雷,赤い目,奇妙な模様,1,サターン聖の憑依で現れる特徴的なエフェクトは「紫色のオーラ」です。,3
漫画,ワンピース,新世界編,ONEPIECE_605,エッグヘッド編で、黄猿が五老星の命令でルフィたちの前に現れた際、彼の表情は何を物語っていた？,困惑と葛藤,無関心,喜び,怒り,1,黄猿の表情は困惑と葛藤を物語っていました。,3
漫画,ワンピース,新世界編,ONEPIECE_606,ワノ国編で、カイドウが「鬼ヶ島決戦」でルフィと戦う際に、彼の「魂」の根源とされたものは何？,強い信念,破壊衝動,強さへの執着,孤独,1,カイドウの魂の根源は「強い信念」とされています。,4
漫画,ワンピース,新世界編,ONEPIECE_607,ワノ国編で、ゾロが閻魔の刀を完全に使いこなすために、彼が習得した「流桜」の応用技で、刀から覇気を放出する技の名前は？,閻王三刀流,大業物斬り,飛龍火焔,鬼神斬り,1,ゾロが習得した流桜の応用技は「閻王三刀流」です。,3
漫画,ワンピース,新世界編,ONEPIECE_608,ワノ国編で、クイーンが使用した「疫災弾」の正式名称は何？,氷鬼,疫病弾,細菌弾,毒ガス弾,1,クイーンが使用した疫災弾の正式名称は「氷鬼」です。,3
漫画,ワンピース,新世界編,ONEPIECE_609,ワノ国編で、ビッグ・マムが自身の「魂」を消費して生み出した新たなホーミーズの名前は？,ヘラ,アメノウズメ,スサノオ,ツクヨミ,1,ビッグ・マムが生み出した新たなホーミーズは「ヘラ」です。,3
漫画,ワンピース,新世界編,ONEPIECE_610,ワノ国編で、モモの助が大人になった姿で、カイドウの「人獣型」を模倣して発動した能力の名前は？,火焔雲,雷鳴八卦,熱息,龍のブレス,1,モモの助が模倣したのは「火焔雲」です。,3
漫画,ワンピース,新世界編,ONEPIECE_611,ワノ国編で、ヤマトがルフィに語った、光月おでんが記したとされる「冒険日誌」の内容で、特に重要な記述は何？,ラフテルへの航路,空白の100年の真実,古代兵器の正体,世界の夜明けの預言,1,おでんの冒険日誌の重要な記述は「空白の100年の真実」です。,4
漫画,ワンピース,新世界編,ONEPIECE_612,ワノ国編で、ルフィがギア5を発動した際に、彼の心臓から聞こえたとされる「解放のドラム」の音は何を意味する？,自由の象徴,ジョイボーイの復活,世界の夜明け,古代の力,1,"解放のドラムの音は「ジョイボーイの復活」と「自由の象徴」を意味します。",4
漫画,ワンピース,新世界編,ONEPIECE_613,ワノ国編で、コビーが使用した海軍の新兵器「SSG」の正式名称は何？,特殊科学班製 新型兵器,世界政府科学班製 最終兵器,海軍科学班製 強力兵器,超新星技術兵器,1,"コビーが使用したSSGの正式名称は「特殊科学班製 新型兵器」です。",4
漫画,ワンピース,新世界編,ONEPIECE_614,エッグヘッド編で、セラフィムのモデルとなった七武海の一人、ジュラキュール・ミホークのセラフィム版の名前は？,S-ホーク,S-ミホーク,S-ブレード,S-アイ,1,ミホークのセラフィム版は「S-ホーク」です。,3
漫画,ワンピース,新世界編,ONEPIECE_615,エッグヘッド編で、セラフィムが使用する、バーソロミュー・くまの能力を模倣した技は何？,肉球の衝撃波,レーザービーム,光速移動,瞬間移動,1,セラフィムが使用するくまの能力を模倣した技は「肉球の衝撃波」です。,3
漫画,ワンピース,新世界編,ONEPIECE_616,エッグヘッド編で、ロビンがDr.ベガパンクの研究所で見つけた、古代兵器「ウラヌス」に関する記述の内容は？,ウラヌスは空を支配する力を持つ,ウラヌスは気象を操る,ウラヌスは天竜人が開発した,ウラヌスは存在しない,1,ロビンが見つけたウラヌスに関する記述は「ウラヌスは空を支配する力を持つ」です。,4
漫画,ワンピース,新世界編,ONEPIECE_617,エッグヘッド編で、フランキーがDr.ベガパンクの技術を応用して、自身の体をさらに改造する際に、彼が自身の体に取り入れた新たな動力源は何？,プラズマエネルギー,太陽エネルギー,重力エネルギー,未知のエネルギー,1,フランキーが取り入れた新たな動力源は「プラズマエネルギー」です。,4
漫画,ワンピース,新世界編,ONEPIECE_618,エッグヘッド編で、チョッパーがDr.ベガパンクの医療技術を学び、新たなランブルボールの開発に着手した際、彼が目標とした「究極の変形」とは具体的に何を指す？,悪魔の実の覚醒を模倣した形態,全ての変形を制御する形態,人獣型を超える形態,巨大な人型形態,1,チョッパーが目標とした「究極の変形」は「悪魔の実の覚醒を模倣した形態」です。,4
漫画,ワンピース,海賊団,ONEPIECE_619,ロックス海賊団の船長「ロックス・D・ジーベック」が、ゴッドバレー事件で世界政府と戦った際、彼が目指した目的は何？,世界の支配,神になること,海賊王になること,自由な世界,1,ロックス・D・ジーベックが目指した目的は「神になること」です。,4
漫画,ワンピース,海賊団,ONEPIECE_620,黒ひげ海賊団のメンバーで、元インペルダウンの看守長「シリュウ」が、黒ひげに忠誠を誓った理由は何？,自由な行動が許されるから,強さを認めたから,黒ひげの計画に興味を持ったから,復讐のため,1,シリュウが黒ひげに忠誠を誓った理由は「自由な行動が許されるから」です。,3
漫画,ワンピース,海賊団,ONEPIECE_621,黒ひげ海賊団が「グラグラの実」の能力を手に入れた経緯は？,白ひげの能力を奪った,悪魔の実の図鑑から探した,偶然見つけた,政府から奪った,1,黒ひげ海賊団がグラグラの実の能力を手に入れた経緯は「白ひげの能力を奪った」ことです。,2
漫画,ワンピース,海賊団,ONEPIECE_622,赤髪海賊団の副船長「ベン・ベックマン」が、自身の頭脳で海賊団の戦略を立てる際、彼が重視する要素は何？,情報収集と分析,武力,直感,運,1,ベン・ベックマンが重視する要素は「情報収集と分析」です。,3
